category,variable,label,measure,values,projects
Medical History,dcf_medicaldx,"Prior to enrolling in this study, you completed a screening form that asked you about your medical history. Since some time may have passed between you completing the screening form and completing this form, we would like to ask you again: _x000D_
_x000D_
Have you had, or do you currently have, any medical conditions?",DATA COLLECTION FORM,,POWERED
Medical History,dcf_medicaldx_yes,Please explain what medical condition(s) you currently have or have had in the past:,DATA COLLECTION FORM,,POWERED
Medical History,dcf_menstruate,(If female) Do you have regular menstrual periods?,DATA COLLECTION FORM,"1, Yes | 2, No | 3, N/A (male)",MAXED
Medical History,dcf_mental,Do you have any mental health diagnoses? | Do you have any other mental health diagnoses?,DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_mental_explain,Explain... | What mental health diagnoses do you have?,DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_mj_2mo,Have you ever stopped using marijuana for a period of 2 months or longer?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_mj_stop_2mo,Have you ever stopped consuming marijuana for a period of two months or longer?,DATA COLLECTION FORM,,MR21
Medical History,dcf_mj_what,"How have you consumed Marijuana? | How do you consume Marijuana? (i.e. edibles, vaping, smoking, etc.) | How have you consumed marijuana? (i.e. edibles, vaping, smoking, etc.)",DATA COLLECTION FORM,"1, Smoking | 2, Vaping | 3, Edibles | 4, Other","MAXED,MR21,POWERED"
Medical History,dcf_nic_2mo,Have you ever stopped using nicotine for a period of 2 months or longer?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_nic_2mo_when,"Please list how old you were in years) each time you stopped using nicotine for 2 months or longer, and how long (in months) you stopped using nicotine each time. When listing ages, list whole years and half years (i.e., 16 or 16.5).",DATA COLLECTION FORM,,POWERED
Medical History,dcf_nic_2moabsent,Has there ever been a period of time that you have not smoked for at least 2 months?,DATA COLLECTION FORM,,MAXED
Medical History,dcf_nic_age,At what age did you start smoking? | At what age did you start using nicotine?,DATA COLLECTION FORM,,"MAXED,POWERED"
Medical History,dcf_nic_age_start,At what age did you start using nicotine products?,DATA COLLECTION FORM,,MR21
Medical History,dcf_nic_concern,"In the past three months, has anyone expressed concern about your nicotine use?",DATA COLLECTION FORM,,MR21
Medical History,dcf_nic_current,Do you currently use nicotine?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_nic_daily,At what age did you start smoking daily?,DATA COLLECTION FORM,,MAXED
Medical History,dcf_nic_freq,How many cigarettes do you currently smoke? (PER day/week/month/year),DATA COLLECTION FORM,,MAXED
Medical History,dcf_nic_num_quit,How many times have you tried to quit smoking?,DATA COLLECTION FORM,,MAXED
Medical History,dcf_nic_products,What nicotine products have you used?,DATA COLLECTION FORM,"1, Cigarettes | 2, E-Cigarettes | 3, Chewing and/or dipping tobacco | 4, Other",MR21
Medical History,dcf_nic_quit_table,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">List how old you were in years each time you stopped using nicotine for 2 months or longer, and how long (in months) you stopped using nicotine each time. (When listing ages, list whole and half years).</span></p> <table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 49.9293%;"">Age (years)</td> <td style=""width: 49.9293%;"">Months abstained</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_nic_age_1}</td> <td style=""width: 49.9293%;"">{dcf_nic_mo_1}</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_nic_age_2}</td> <td style=""width: 49.9293%;"">{dcf_nic_mo_2}</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_nic_age_3}</td> <td style=""width: 49.9293%;"">{dcf_nic_mo_3}</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_nic_age_4}</td> <td style=""width: 49.9293%;"">{dcf_nic_mo_4}</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_nic_age_5}</td> <td style=""width: 49.9293%;"">{dcf_nic_mo_5}</td> </tr> </tbody> </table></div>",DATA COLLECTION FORM,,MR21
Medical History,dcf_nic_stop,At what age did you stop using nicotine?,DATA COLLECTION FORM,,"MR21,POWERED"
Medical History,dcf_nic_stop_2mo,Have you ever stopped using nicotine for a period of 2 months or longer?,DATA COLLECTION FORM,,MR21
Medical History,dcf_nic_use_12mo,"In the past 12 months, how often have you used a nicotine product?",DATA COLLECTION FORM,"0, Never | 1, Less than monthly | 2, Monthly | 3, Weekly | 4, Daily or almost daily",MR21
Medical History,dcf_nicotine,Have you ever used nicotine products?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_nicotine_types,Which nicotine products have you used?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_other_num,"Please explain what other nicotine product(s) you have used and on average, how many days per week you used/use them.",DATA COLLECTION FORM,,POWERED
Medical History,dcf_pdrug,Do you take prescription medication not how it is intended? | Have you ever taken prescription medication in a way that it was not intended? | Have you ever taken prescription medication not how it is intended?,DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_pdrug_2mo,Have you ever stopped using prescription medication in a way that it was not intended for a period of 2 months or longer?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_pdrug_2mo_when,"Please list how old you were each time you stopped using prescription medication in a way that it was not intended for 2 months or longer, and how long (in months) you stopped using it each time. When listing ages, list whole years and half years (i.e., 16 or 16.5)",DATA COLLECTION FORM,,POWERED
Medical History,dcf_pdrug_are,At what age did you start taking prescription medication in a way that it was not intended? | At what age did you start taking/abusing prescription medication?,DATA COLLECTION FORM,,"MAXED,POWERED"
Medical History,dcf_pdrug_concern,"In the past three months, has anyone expressed concern about your use of prescription medication not how it is intended?",DATA COLLECTION FORM,,MR21
Medical History,dcf_pdrug_current,Do you currently take prescription medication in a way that it was not intended?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_pdrug_frequency,"On average, how many times (per day/week/month/year) did/do you take prescription medication in a way that wasn't intended?",DATA COLLECTION FORM,,POWERED
Medical History,dcf_pdrug_name,Which prescription medication(s) did/do you take?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_pdrug_often,How often do you take/abuse prescription medication? (PER day/week/month/year),DATA COLLECTION FORM,,MAXED
Medical History,dcf_pdrug_quit,How many times have you tried to quit abusing prescription medication?,DATA COLLECTION FORM,,MAXED
Medical History,dcf_pdrug_quit_2,Has there ever been a period of time that you have not abused prescription medication for at least 2 months?,DATA COLLECTION FORM,,MAXED
Medical History,dcf_pdrug_quit_table,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">List how old you were in years each time you stopped taking prescription medication not how it is intended for 2 months or longer, and how long (in months) you stopped taking the medication each time. (When listing ages, list whole and half years).</span></p> <table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 49.9293%;"">Age (years)</td> <td style=""width: 49.9293%;"">Months abstained</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_pdrug_age_1}</td> <td style=""width: 49.9293%;"">{dcf_pdrug_mo_1}</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_pdrug_age_2}</td> <td style=""width: 49.9293%;"">{dcf_pdrug_mo_2}</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_pdrug_age_3}</td> <td style=""width: 49.9293%;"">{dcf_pdrug_mo_3}</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_pdrug_age_4}</td> <td style=""width: 49.9293%;"">{dcf_pdrug_mo_4}</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_pdrug_age_5}</td> <td style=""width: 49.9293%;"">{dcf_pdrug_mo_5}</td> </tr> </tbody> </table></div>",DATA COLLECTION FORM,,MR21
Medical History,dcf_pdrug_start,At what age did you start taking prescription medication not how it is intended?,DATA COLLECTION FORM,,MR21
Medical History,dcf_pdrug_stop,At what age did you stop taking prescription medication in a way that it was not intended? | At what age did you stop taking prescription medication not how it is intended?,DATA COLLECTION FORM,,"MR21,POWERED"
Medical History,dcf_pdrug_stop_2mo,Have you ever stopped taking prescription medication not how it is intended for a period of two months or longer?,DATA COLLECTION FORM,,MR21
Medical History,dcf_pdrug_subhead,Other Drug Use | Prescription medication abuse,DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_pdrug_take,"When you take prescription medication, how much do you take? | When you take/took prescription medication, how much do/did you take?",DATA COLLECTION FORM,,"MAXED,POWERED"
Medical History,dcf_pdrug_use_12mo,"In the past 12 months, how often have you used any prescription medications not how they are intended?",DATA COLLECTION FORM,"0, Never | 1, Less than monthly | 2, Monthly | 3, Weekly | 4, Daily or almost daily",MR21
Medical History,dcf_preg_nursing,(If female) Are you currently pregnant or nursing?,DATA COLLECTION FORM,"1, Yes | 2, No | 3, N/A (male)",MAXED
Medical History,dcf_psych_treatment,"Are you currently receiving medical or psychiatric/psychological treatment from a doctor, nurse practitioner, therapist, dietician, psychologist, etc.? | Are you currently receiving medical or psychiatric/psychological treatment? (Therapy, Dietitian, General Doctor, etc)",DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_psychotropic_meds,"(For researcher use only)

How many of these medications are psychotropic drugs? | (For researcher use only)_x000D_
_x000D_
How many of these medications are psychotropic drugs?",DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_sensory_impairments,Do you have any serious sensory impairments such as deafness or blindness/colorblindness? | Do you have any serious sensory impairments such as deafness or blindness/color blindness?,DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_smoker,Do you use nicotine products? | Have you ever used nicotine products?,DATA COLLECTION FORM,,"MAXED,MR21"
Medical History,dcf_sport_injury,Have you ever had an injury that limited your physical activity?,DATA COLLECTION FORM,,"MAXED,MR21"
Medical History,dcf_sport_injury_explain,Describe and list,DATA COLLECTION FORM,,"MAXED,MR21"
Medical History,dcf_steroids_stop_2mo,Have you ever stopped taking anabolic steroids for a period of two months or longer?,DATA COLLECTION FORM,,MR21
Medical History,dcf_subhead_alcohol,Alcohol history,DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_subhead_major_med,Major Medical,DATA COLLECTION FORM,,MAXED
Medical History,dcf_subhead_nicotine,Nicotine Use History,DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_thyroid,Thyroid Disease,DATA COLLECTION FORM,"1, Yes | 0, No","MAXED,MR21"
Medical History,dcf_thyroid_comm,Thyroid Disease (comments),DATA COLLECTION FORM,,"MAXED,MR21"
Medical History,dcf_tobacco_num,"On average, how many days per week did/do you use chewing/dipping tobacco?",DATA COLLECTION FORM,,POWERED
Medical History,dcf_weight_happen,"Was there anything that happened before your highest weight that contributed to weight gain (e.g., a sports injury)?",DATA COLLECTION FORM,,MAXED
Medical History,dcf_weight_maintained,What is the weight that your body has maintained for the longest period of time at your current height?,DATA COLLECTION FORM,,MAXED
Medical History,drug_months_quit,Months abstained,DATA COLLECTION FORM,,POWERED
Medical History,drug_months_quit_1,Months quit for 1st year,DATA COLLECTION FORM,,POWERED
Medical History,drug_months_quit_2,Months quit for 2nd year,DATA COLLECTION FORM,,POWERED
Medical History,drug_months_quit_3,Months quit for 3rd year,DATA COLLECTION FORM,,POWERED
Medical History,drug_months_quit_4,Months quit for 4th year,DATA COLLECTION FORM,,POWERED
Medical History,drug_months_quit_5,Months quit for 4th year,DATA COLLECTION FORM,,POWERED
Medical History,drug_year_quit,Age,DATA COLLECTION FORM,,POWERED
Medical History,drug_year_quit_1,1st age,DATA COLLECTION FORM,,POWERED
Medical History,drug_year_quit_2,2nd age,DATA COLLECTION FORM,,POWERED
Medical History,drug_year_quit_3,3rd age,DATA COLLECTION FORM,,POWERED
Medical History,drug_year_quit_4,4th age,DATA COLLECTION FORM,,POWERED
Medical History,drug_year_quit_5,5th age,DATA COLLECTION FORM,,POWERED
Medical History,dcf_ed_family_history_info_v2,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please list diagnoses (if known), age of family member, and any other relevant information:</span></p> <table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 33.2854%;"">Family Member</td> <td style=""width: 33.2854%;""> <p>Age</p> </td> <td style=""width: 33.2877%;"">Diagnoses</td> </tr> <tr> <td style=""width: 33.2854%;"">{dcfp_ed_fam_1}</td> <td style=""width: 33.2854%;"">{dcfp_ed_age_1}</td> <td style=""width: 33.2877%;"">{dcfp_ed_dx_1}</td> </tr> <tr> <td style=""width: 33.2854%;"">{dcfp_ed_fam_2}</td> <td style=""width: 33.2854%;"">{dcfp_ed_age_2}</td> <td style=""width: 33.2877%;"">{dcfp_ed_dx_2}</td> </tr> <tr> <td style=""width: 33.2854%;"">{dcfp_ed_fam_3}</td> <td style=""width: 33.2854%;"">{dcfp_ed_age_3}</td> <td style=""width: 33.2877%;"">{dcfp_ed_dx_3}</td> </tr> <tr> <td style=""width: 33.2854%;"">{dcfp_ed_fam_4}</td> <td style=""width: 33.2854%;"">{dcfp_ed_age_4}</td> <td style=""width: 33.2877%;"">{dcfp_ed_dx_4}</td> </tr> <tr> <td style=""width: 33.2854%;"">{dcfp_ed_fam_5}</td> <td style=""width: 33.2854%;"">{dcfp_ed_age_5}</td> <td style=""width: 33.2877%;"">{dcfp_ed_dx_5}</td> </tr> </tbody> </table></div>",DATA COLLECTION FORM - PARENTS,,MR21
Medical History,dcf_ed_family_history_rel_other_v2,Other:,DATA COLLECTION FORM - PARENTS,,MR21
Medical History,dcf_ed_family_history_rel_v2,Please list relationship (check all that apply):,DATA COLLECTION FORM - PARENTS,"1, Biological sister | 2, Biological brother | 3, Identical twin sister | 4, Identical twin brother | 5, Fraternal twin sister | 6, Fraternal twin brother | 7, Half sister | 8, Half brother | 9, Stepsister | 10, Stepbrother | 11, Adopted/adoptive sister | 12, Adopted/adoptive brother | 13, Biologica",MR21
Medical History,dcf_ed_family_history_v2,Do you have any family members with an eating disorder?,DATA COLLECTION FORM - PARENTS,,MR21
Medical History,dcf_fam_hist_diag_list_v2,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please list relationship and diagnosis:</span></p> <table style=""border-collapse: collapse; width: 100%; height: 150px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">Relationship</td> <td style=""width: 49.9293%; height: 25px;"">Diagnosis</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_1}</td> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_dx_1}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_2}</td> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_dx_2}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_3}</td> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_dx_3}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_4}</td> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_dx_4}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_5}</td> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_dx_5}</td> </tr> </tbody> </table></div>",DATA COLLECTION FORM - PARENTS,,MR21
Medical History,dcf_fam_hist_drugs_list_v2,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please list relationship and type of drug(s) used:</span></p> <table style=""border-collapse: collapse; width: 100%; height: 150px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">Relationship</td> <td style=""width: 49.9293%; height: 25px;"">Drug(s) used</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_drug_1}</td> <td style=""width: 49.9293%; height: 25px;"">{dcfp_drug_type_1}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_drug_2}</td> <td style=""width: 49.9293%; height: 25px;"">{dcfp_drug_type_2}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_drug_3}</td> <td style=""width: 49.9293%; height: 25px;"">{dcfp_drug_type_3}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_drug_4}</td> <td style=""width: 49.9293%; height: 25px;"">{dcfp_drug_type_4}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcfp_fam_drug_5}</td> <td style=""width: 49.9293%; height: 25px;"">{dcfp_drug_type_5}</td> </tr> </tbody> </table></div>",DATA COLLECTION FORM - PARENTS,,MR21
